max_moving_frame,max_variance,max_therhold_pixel_num,max_R,is_fall
21,2.3631249999999997,11,37.333333333333336,0
25,2.7756250000000002,12,16.666666666666668,0
20,2.7125,11,19.2,0
21,2.5725000000000002,8,24.0,0
19,2.3150000000000004,9,24.0,0
18,1.975,10,20.0,0
21,2.8381250000000002,10,16.25,0
21,2.56,12,22.0,0
21,2.9850000000000003,10,28.0,0
19,1.938125,10,26.0,0
21,3.030625,8,22.0,0
18,2.293125,11,28.0,0
21,2.3150000000000004,10,37.333333333333336,0
18,2.2631249999999996,9,19.5,0
16,3.165,8,25.666666666666668,0
20,1.9381249999999999,9,27.2,0
16,2.743125,11,14.666666666666666,0
22,3.888125,12,16.666666666666668,0
18,2.475625,11,26.0,0
18,2.8650000000000007,10,22.0,0
20,3.727499999999999,12,44.0,0
21,3.540625,12,20.0,0
23,2.4275,8,24.0,0
19,2.205625,8,23.333333333333332,0
21,2.9875,11,25.333333333333332,0
21,3.305625,10,19.5,0
22,2.8150000000000004,10,30.0,0
21,2.5225000000000004,10,18.0,0
22,3.015,10,22.5,0
22,2.5974999999999997,12,37.333333333333336,0
22,2.285,10,18.333333333333332,0
19,1.8431250000000001,9,20.0,0
17,3.0306249999999997,10,31.5,0
22,3.4725,11,24.0,0
21,3.9849999999999994,10,18.333333333333332,0
20,2.638125,10,32.666666666666664,0
24,2.8899999999999997,10,21.6,0
20,2.3150000000000004,11,17.5,0
21,2.8775,10,20.0,0
21,4.575,10,25.666666666666668,0
21,3.2556249999999998,10,35.0,0
21,3.143125,7,24.5,0
20,2.8850000000000002,9,25.666666666666668,0
23,3.075625,9,15.0,0
20,2.5506249999999997,11,34.666666666666664,0
19,2.143125,11,22.0,0
22,3.4681250000000006,9,21.0,0
22,2.95,9,17.5,0
20,2.593125,11,28.0,0
20,3.085,11,34.666666666666664,0
15,2.7181249999999997,7,24.0,1
15,3.04,6,30.333333333333332,1
15,2.74,7,22.5,1
12,2.113125,4,26.0,1
12,1.6006249999999997,3,26.0,1
18,3.2381249999999993,7,22.5,1
20,3.25,5,26.0,1
16,3.300625,7,26.0,1
18,3.2756250000000002,5,24.0,1
16,2.175,4,24.0,1
15,3.0900000000000007,7,28.0,1
15,2.99,5,26.0,1
16,2.2025000000000006,7,30.0,1
16,3.600625,9,30.0,1
12,1.8975000000000002,7,30.333333333333332,1
15,3.293125,6,27.0,1
16,3.6025,8,24.0,1
15,2.728125,7,24.0,1
15,2.665,7,28.0,1
15,3.763125,6,30.333333333333332,1
19,3.0725,7,24.0,1
12,2.4900000000000007,6,32.666666666666664,1
13,2.6431250000000004,7,42.0,1
16,3.3275000000000006,8,22.5,1
16,2.7,7,35.0,1
18,2.918125,9,34.0,1
13,2.350625,8,35.0,1
13,3.053125,10,38.5,1
20,3.5881250000000002,12,30.0,1
17,3.14,11,22.0,1
19,1.9024999999999999,9,33.0,1
15,2.5025000000000004,6,24.0,1
15,2.543125,6,38.5,1
15,2.6725000000000003,9,26.0,1
18,1.9150000000000003,5,28.0,1
12,1.593125,6,30.0,1
15,1.7256249999999997,5,28.0,1
13,1.905625,5,24.0,1
12,1.3224999999999998,5,32.666666666666664,1
10,1.268125,3,30.333333333333332,1
11,1.2474999999999998,4,28.0,1
5,0.9181249999999999,1,22.5,1
14,1.625625,5,24.0,1
8,1.278125,2,22.0,1
7,1.203125,3,35.0,1
14,1.5881250000000002,10,26.0,1
16,1.528125,5,42.0,1
14,2.1931249999999998,8,32.666666666666664,1
16,1.6849999999999998,7,24.0,1
18,2.4875,6,22.5,1
15,1.7100000000000002,7,28.0,1
13,1.85,5,25.0,1
15,1.5006249999999999,6,24.0,1
13,1.6875,5,30.333333333333332,1
18,1.9900000000000002,5,32.666666666666664,1
14,2.06,10,22.5,1
14,2.2381249999999997,6,28.0,1
15,3.138125,9,22.5,1
15,1.655625,9,30.0,1
13,1.85,8,30.0,1
12,1.888125,10,30.0,1
16,2.01,7,18.333333333333332,1
17,1.815625,4,30.0,1
14,1.443125,7,33.0,1
16,1.580625,6,25.0,1
12,1.24,4,26.0,1
14,2.085,8,25.0,1
12,1.403125,4,26.0,1
16,1.765,9,20.0,1
12,1.4131250000000002,5,24.0,1
13,1.3275000000000001,7,30.0,1
11,1.3474999999999997,5,26.0,1
14,1.138125,3,32.666666666666664,1
13,1.7600000000000002,7,45.5,1
15,1.905625,11,38.5,1
11,1.1506250000000002,3,45.5,1
15,1.575625,5,42.0,1
7,1.375625,4,40.0,1
4,0.8474999999999999,3,26.0,1
9,1.343125,7,30.0,1
12,1.3806249999999998,9,30.333333333333332,1
12,1.3131249999999999,4,26.0,1
10,1.9900000000000002,3,32.666666666666664,1
16,1.2599999999999998,5,33.0,1
15,1.31,3,17.5,0
17,1.8649999999999998,6,20.4,0
17,1.7650000000000001,7,16.25,0
19,2.01,6,16.25,0
21,2.4056249999999997,8,17.5,0
21,2.4850000000000003,8,17.5,0
18,1.9150000000000003,5,20.0,0
17,1.8400000000000003,4,18.0,0
10,1.4931249999999998,2,20.0,0
17,1.9875,3,19.5,0
15,1.7875,3,18.333333333333332,0
15,1.3599999999999999,4,33.25,0
16,2.3975,4,20.0,0
16,1.6224999999999998,4,18.333333333333332,0
20,2.5256250000000002,6,15.0,0
12,1.735,3,22.5,0
18,1.640625,5,18.333333333333332,0
20,1.8849999999999998,5,20.0,0
19,2.4625,5,29.75,0
22,2.338125,7,20.0,0
23,3.0100000000000002,5,20.0,0
18,2.025,4,21.0,0
17,2.293125,6,20.0,0
19,2.1681250000000003,5,18.333333333333332,0
19,2.1125,4,20.0,0
23,2.640625,4,22.5,0
20,2.3649999999999998,8,23.333333333333332,0
21,2.3225000000000002,8,18.333333333333332,0
19,1.8650000000000002,5,18.333333333333332,0
20,2.2975000000000003,6,26.0,0
20,2.1025,6,20.0,0
20,3.150625,5,20.0,0
19,2.0256250000000002,7,18.333333333333332,0
20,2.5756249999999996,6,19.5,0
17,1.85,8,32.666666666666664,0
19,2.5875,7,22.0,0
16,2.5725,7,45.333333333333336,0
23,3.9899999999999993,12,32.666666666666664,0
18,1.865625,6,21.0,0
17,1.7100000000000002,5,38.0,0
18,2.0181249999999995,5,19.5,0
18,2.628125,7,18.0,0
20,2.7975,7,27.0,0
17,3.075625,6,26.0,0
18,2.6125,6,19.5,0
17,1.9131249999999997,7,33.25,0
20,2.0681249999999998,7,24.0,0
17,1.81,6,34.666666666666664,0
18,1.3681249999999998,7,21.0,0
18,1.925,8,20.0,0
19,2.055625,6,28.0,0
20,1.9431249999999995,7,18.333333333333332,0
19,2.4506249999999996,9,22.75,0
18,2.8556250000000003,7,28.0,0
19,3.935,11,20.0,0
17,1.955625,6,21.0,0
20,2.7681250000000004,7,37.333333333333336,0
20,3.2375,9,35.0,0
23,3.130625,10,20.0,0
15,2.285,8,21.0,0
21,4.772500000000001,8,24.5,0
20,2.5150000000000006,9,26.0,0
22,2.328125,7,28.0,0
18,3.565,11,32.0,0
27,2.3875,8,24.5,0
21,3.6100000000000003,11,20.0,0
20,2.3756250000000003,8,26.0,0
22,2.563125,9,24.5,0
20,2.118125,8,28.0,0
20,2.675625,7,14.0,0
19,1.8125,7,19.2,0
18,2.355625,8,16.666666666666668,0
21,2.2475,5,21.666666666666668,0
16,2.7849999999999997,7,17.5,0
25,4.030625000000001,8,16.666666666666668,0
18,4.010000000000001,8,17.5,0
15,2.1350000000000002,6,22.166666666666668,0
22,2.7131250000000002,5,18.0,0
22,2.4650000000000003,8,21.0,0
21,3.01,7,20.0,0
17,1.9400000000000002,8,37.333333333333336,0
22,3.080625,6,30.333333333333332,0
22,3.413125,6,21.0,0
16,1.975,8,18.0,0
14,2.0025000000000004,6,22.0,1
13,2.0056249999999998,6,27.0,1
14,1.7100000000000002,9,25.0,1
16,1.9650000000000003,9,33.0,1
13,1.515625,6,37.333333333333336,1
16,2.365,5,38.5,1
10,1.6149999999999998,3,33.0,1
16,1.9725000000000001,9,27.0,1
17,2.315625,9,30.0,1
17,1.7400000000000002,8,52.0,1
14,1.5556249999999998,6,30.0,1
17,2.325625,6,26.0,1
15,1.9025000000000005,6,33.0,1
15,1.9931249999999998,6,33.0,1
15,1.7256249999999997,7,30.0,1
14,2.655625,10,33.0,1
18,2.1756249999999997,10,33.0,1
17,2.1224999999999996,5,30.0,1
15,1.7725000000000002,7,30.333333333333332,1
15,1.985,7,33.0,1
15,1.813125,6,38.5,1
15,2.085,10,33.0,1
14,1.593125,6,30.0,1
11,1.3524999999999998,3,30.0,1
12,1.5881250000000002,7,30.333333333333332,1
13,1.7381250000000001,6,42.0,1
12,1.7225000000000001,4,45.5,1
13,1.6056249999999999,3,33.0,1
13,1.6506249999999998,7,52.0,1
11,1.165625,4,30.0,1
9,1.3631250000000001,4,30.0,1
11,1.6524999999999999,4,33.0,1
14,1.500625,5,33.0,1
12,1.343125,4,42.0,1
13,1.5881250000000002,5,24.0,1
14,1.2931249999999999,7,22.5,1
11,1.55,5,30.0,1
16,1.7025,5,21.666666666666668,1
11,1.865625,8,33.0,1
17,2.1775,10,36.0,1
16,2.168125,7,33.0,1
16,1.9381249999999999,6,27.0,1
15,2.7125,8,33.0,1
17,2.543125,6,26.0,1
16,1.9650000000000003,6,28.0,1
18,2.5475000000000003,5,42.0,1
15,2.005625,5,30.0,1
14,1.8775000000000002,8,36.0,1
16,2.305625,6,30.0,1
15,2.0131249999999996,4,30.333333333333332,1
29,3.4775000000000005,20,32.0,0
29,4.453125,17,21.0,0
31,5.053125,18,25.0,0
30,4.764999999999999,15,30.333333333333332,0
29,5.643125,15,19.5,0
31,4.785,16,26.25,0
33,4.585000000000001,15,34.666666666666664,0
31,4.468125000000001,14,24.0,0
30,4.713125,16,22.0,0
35,3.915,15,29.333333333333332,0
28,5.077499999999999,15,36.0,0
30,4.16,15,31.5,0
29,4.288125,17,32.666666666666664,0
29,4.238125,16,32.666666666666664,0
35,4.480625000000001,15,35.0,0
29,5.125625000000001,16,30.0,0
26,4.568125,16,19.5,0
30,4.165,13,22.0,0
33,5.150625,17,30.0,0
31,5.253125,15,21.666666666666668,0
31,4.140625,15,31.5,0
28,3.7931250000000007,15,21.0,0
35,4.075,13,22.0,0
29,4.418125,15,27.2,0
31,4.25,16,25.0,0
30,3.7181250000000006,16,24.0,0
28,4.780625000000001,14,24.0,0
30,3.9724999999999993,14,24.5,0
30,4.6625,15,30.333333333333332,0
27,4.335,16,20.0,0
29,3.7306250000000007,15,22.0,0
31,3.7400000000000007,18,24.5,0
29,4.29,16,24.0,0
29,4.359999999999999,16,25.0,0
28,4.515,16,24.5,0
31,3.7131250000000002,16,24.5,0
27,3.55,15,44.0,0
30,4.565625,13,24.5,0
31,4.5525,16,21.0,0
29,3.7350000000000003,16,22.0,0
29,4.680625,15,24.0,0
32,4.025625,16,22.166666666666668,0
29,4.885,19,23.333333333333332,0
31,4.463125,15,37.333333333333336,0
28,3.965625,16,22.5,0
32,4.980625,14,31.5,0
30,4.305625000000001,15,20.0,0
30,4.855625,13,16.666666666666668,0
28,4.240625,15,25.666666666666668,0
32,4.190625,15,22.166666666666668,0
20,2.6975,7,22.5,0
20,2.955625,10,22.5,0
21,2.6525000000000003,8,21.0,0
21,2.3725,7,24.0,0
21,2.743125,6,18.333333333333332,0
20,3.1400000000000006,6,22.5,0
18,3.2756250000000002,9,24.0,0
23,2.125,5,24.0,0
23,2.2725,5,30.333333333333332,0
19,2.263125,8,22.5,0
22,2.95,7,25.0,0
22,2.705625,9,18.333333333333332,0
22,3.393125,5,27.0,0
24,2.8275000000000006,6,21.0,0
25,2.7725,5,26.0,0
19,2.4,7,18.0,0
22,2.488125,7,22.0,0
23,2.518125,5,24.0,0
21,1.6631249999999997,5,16.666666666666668,0
19,1.9650000000000003,5,21.0,0
21,1.9900000000000002,4,22.5,0
23,2.515625,7,22.0,0
21,2.5,5,20.0,0
23,3.5025000000000004,6,27.0,0
24,2.615,7,26.0,0
23,2.2131250000000002,5,26.0,0
22,2.015625,6,26.0,0
23,1.8381250000000002,5,24.0,0
16,1.8381249999999998,4,18.333333333333332,0
22,2.303125,5,20.0,0
21,2.5181250000000004,5,26.0,0
21,3.3125,5,21.666666666666668,0
21,2.9275,6,18.333333333333332,0
25,3.0,5,24.0,0
21,3.3225000000000002,7,19.5,0
18,2.075625,6,20.0,0
22,2.8025,6,24.0,0
22,1.8399999999999999,5,24.0,0
24,2.0725,6,26.0,0
24,2.1125,6,26.0,0
23,3.1,5,26.0,0
26,2.9475000000000002,5,26.0,0
20,2.5506249999999997,5,33.0,0
21,3.300625,7,24.0,0
22,2.7275,8,26.0,0
19,2.3006249999999997,5,35.0,0
26,2.1975000000000002,5,26.0,0
25,2.5100000000000002,5,28.0,0
22,2.878125,5,26.0,0
26,3.0306249999999997,7,28.0,0
15,2.365,7,33.0,1
15,2.1650000000000005,8,36.0,1
15,2.2875,7,28.0,1
15,2.14,7,28.0,1
14,2.605625,6,26.0,1
13,1.953125,6,28.0,1
14,1.643125,4,33.0,1
14,2.085,4,35.0,1
17,2.035,5,27.0,1
12,1.4849999999999999,8,36.0,1
15,2.4475,6,36.0,1
15,2.2225,4,26.0,1
14,2.06,5,35.0,1
18,2.0006250000000003,5,30.333333333333332,1
13,1.6131249999999997,7,28.0,1
14,2.085,7,28.0,1
13,1.990625,7,26.0,1
15,1.4756250000000002,5,42.666666666666664,1
13,2.175625,5,33.0,1
16,1.5631249999999999,4,42.0,1
11,1.8006250000000001,4,30.333333333333332,1
18,1.925,4,44.0,1
14,2.000625,6,42.0,1
15,1.9625,7,38.5,1
15,1.75,5,32.666666666666664,1
13,1.780625,7,34.666666666666664,1
15,1.978125,5,33.0,1
14,1.4381249999999999,4,33.0,1
13,1.515,6,45.5,1
12,1.6099999999999999,6,38.5,1
14,1.6006250000000002,7,45.5,1
12,1.2431249999999998,5,33.0,1
13,1.2724999999999997,6,42.0,1
17,1.9275000000000002,9,38.5,1
15,1.4631250000000002,7,42.0,1
14,1.2274999999999998,7,45.5,1
15,1.450625,6,42.0,1
13,1.9006250000000002,5,42.0,1
11,1.1350000000000002,4,35.0,1
15,2.2224999999999997,7,42.0,1
29,3.560000000000001,15,28.0,0
29,3.203125,16,36.0,0
29,3.738125,16,30.0,0
29,3.128125,17,21.0,0
30,3.6431250000000004,16,29.75,0
28,2.7181249999999997,16,30.333333333333332,0
28,2.7975,14,31.5,0
30,2.6975,15,28.0,0
28,3.153125,16,28.0,0
29,3.8775,14,24.0,0
29,2.8756250000000003,17,19.5,0
27,3.19,16,28.0,0
28,2.7056250000000004,14,32.0,0
29,3.3225000000000002,15,32.0,0
28,4.080625,13,25.666666666666668,0
26,3.165,15,40.0,0
30,3.1350000000000002,13,36.0,0
29,3.640625,14,34.666666666666664,0
30,3.130625,16,22.8,0
28,2.7775000000000003,16,21.6,0
30,3.2431250000000005,13,22.8,0
27,2.6975000000000002,14,22.0,0
29,3.7806249999999997,17,29.4,0
28,3.230625,16,29.333333333333332,0
27,3.0775,14,25.0,0
30,3.450625,15,56.0,0
28,2.9506249999999996,14,29.333333333333332,0
30,3.0875,14,48.0,0
27,3.1375,15,23.333333333333332,0
31,3.71,13,32.0,0
30,3.21,14,24.0,0
29,4.3775,15,32.0,0
30,3.105625,16,32.666666666666664,0
30,3.5681250000000007,17,22.0,0
28,3.018125,16,28.0,0
27,3.6375,16,40.0,0
30,3.050625,15,26.25,0
30,2.8725,14,40.0,0
25,3.5681250000000007,15,48.0,0
30,2.4525000000000006,12,24.0,0
29,3.4006250000000002,14,23.333333333333332,0
29,2.438125,14,32.0,0
29,3.2775000000000007,13,33.6,0
26,2.668125,12,28.0,0
29,3.335,11,34.666666666666664,0
31,2.9806250000000003,13,34.666666666666664,0
28,3.8806250000000007,18,32.666666666666664,0
29,3.018125,14,37.333333333333336,0
27,2.793125,14,27.0,0
30,2.8181249999999998,14,29.75,0
16,2.91,7,33.0,1
15,2.853125,6,25.666666666666668,1
15,2.3875,6,30.333333333333332,1
15,1.8756249999999999,6,35.0,1
13,1.903125,6,28.0,1
14,2.105625,6,24.0,1
13,1.8625,5,28.0,1
14,1.780625,4,30.0,1
14,1.8475000000000001,4,32.666666666666664,1
15,1.565,3,28.0,1
14,1.8525000000000003,4,37.333333333333336,1
14,2.2775000000000003,5,24.0,1
13,1.64,4,26.0,1
14,2.1125,5,42.666666666666664,1
15,1.7381249999999997,5,30.0,1
16,2.0256250000000002,6,30.333333333333332,1
15,2.200625,4,32.666666666666664,1
14,2.038125,5,35.0,1
15,2.1100000000000003,6,28.0,1
14,1.750625,4,30.333333333333332,1
15,2.0681249999999998,7,30.333333333333332,1
13,2.2,5,30.333333333333332,1
13,1.575625,5,36.0,1
11,1.3006250000000001,4,33.0,1
11,1.2349999999999999,4,33.0,1
8,1.000625,3,35.0,1
11,1.140625,4,30.0,1
13,1.3806249999999998,5,35.0,1
12,1.365625,4,35.0,1
11,1.188125,4,33.0,1
13,1.790625,4,28.0,1
11,1.1099999999999999,5,32.666666666666664,1
14,1.728125,6,42.0,1
14,1.685,4,40.0,1
14,1.5350000000000001,5,28.0,1
10,1.388125,4,35.0,1
13,1.7974999999999999,6,28.0,1
15,1.6056249999999999,4,28.0,1
11,1.263125,4,30.333333333333332,1
14,1.8006249999999997,3,37.333333333333336,1
15,1.325,3,33.0,1
14,1.8806249999999998,5,30.0,1
12,1.2974999999999999,4,38.5,1
3,0.8756250000000001,2,42.0,1
12,1.4649999999999999,3,32.666666666666664,1
11,1.4181249999999999,4,30.0,1
14,1.7900000000000003,4,40.0,1
12,1.6225,3,30.0,1
14,1.5506250000000001,4,52.0,1
12,1.1756250000000001,4,42.0,1
29,4.130625,18,48.0,0
24,3.7475,17,30.333333333333332,0
25,3.2025000000000006,15,56.0,0
27,3.4131249999999995,15,31.5,0
26,3.465,15,35.0,0
26,3.5256249999999993,11,28.8,0
26,3.1131249999999997,15,52.0,0
26,2.853125,14,24.0,0
27,2.490625,17,33.0,0
26,2.8006249999999997,12,29.75,0
27,3.8681250000000005,14,34.0,0
25,2.663125,14,30.0,0
26,4.2681249999999995,14,28.0,0
25,2.8850000000000002,13,35.0,0
27,4.477500000000001,14,17.5,0
26,4.415,13,38.5,0
27,4.9275,14,28.0,0
27,5.300625000000001,13,33.0,0
27,4.255625,16,40.0,0
23,3.1625,17,64.0,0
26,3.81,13,22.5,0
23,4.563124999999999,14,24.0,0
26,4.2275,14,31.5,0
27,4.034999999999999,15,42.0,0
25,3.6350000000000002,13,30.333333333333332,0
29,3.44,15,42.0,0
29,3.3975,9,18.333333333333332,0
27,4.1525,13,20.0,0
26,3.830625,14,19.25,0
26,3.7275,15,30.333333333333332,0
30,5.430625,15,33.0,0
26,5.522499999999999,15,44.0,0
25,4.755625,15,32.666666666666664,0
27,4.225624999999999,13,15.0,0
21,4.100624999999999,15,27.0,0
27,3.8125,13,24.0,0
25,5.755625,15,49.0,0
24,4.3225,15,26.6,0
26,3.4681249999999997,14,28.0,0
24,4.418125,13,32.666666666666664,0
27,4.313124999999999,15,38.5,0
24,3.3756250000000003,17,35.0,0
31,4.228125,15,36.0,0
26,3.1150000000000007,14,17.5,0
26,4.630625,14,31.5,0
25,3.0375,14,25.0,0
26,4.39,17,28.0,0
28,4.097500000000001,15,26.0,0
26,3.678125,14,20.0,0
29,4.668125000000001,17,35.0,0
16,2.24,8,22.5,0
18,2.0974999999999997,8,16.666666666666668,0
18,2.653125,7,16.666666666666668,0
17,2.3900000000000006,5,16.25,0
16,1.9349999999999998,4,16.0,0
23,2.568125,6,22.5,0
20,2.9525000000000006,5,15.0,0
20,2.7131250000000002,5,20.0,0
21,3.025,7,18.0,0
21,2.7150000000000007,6,14.0,0
21,2.805625,6,16.0,0
20,3.3649999999999998,7,14.666666666666666,0
24,2.4475000000000002,8,13.75,0
18,2.653125,7,24.0,0
20,2.663125,5,24.0,0
21,2.4181250000000003,7,14.666666666666666,0
25,2.585,7,20.0,0
27,2.503125,8,16.0,0
24,2.2025,6,16.666666666666668,0
21,2.7275,8,18.333333333333332,0
22,2.288125,5,16.666666666666668,0
24,3.2806250000000006,7,18.333333333333332,0
24,2.7400000000000007,7,21.0,0
19,3.185,7,13.333333333333334,0
19,2.4025000000000003,7,13.333333333333334,0
23,2.540625,7,14.0,0
23,2.778125,7,22.5,0
18,2.3775000000000004,5,14.666666666666666,0
17,2.100625,5,14.666666666666666,0
9,2.0275000000000007,4,13.333333333333334,0
15,1.7256249999999997,4,14.666666666666666,0
16,2.41,7,27.0,1
16,2.71,7,30.333333333333332,1
16,2.3275,5,30.0,1
15,1.8131249999999999,6,30.0,1
15,2.243125,7,33.0,1
14,1.718125,9,33.0,1
16,1.7149999999999999,7,30.0,1
16,1.5431249999999999,8,33.0,1
15,1.9974999999999998,8,33.0,1
13,1.615625,11,36.0,1
15,1.853125,7,30.0,1
14,1.343125,7,32.666666666666664,1
14,1.61,5,30.0,1
15,1.8650000000000002,7,42.0,1
14,1.665625,6,42.0,1
16,1.515625,7,33.0,1
14,1.9875,9,36.0,1
16,1.665625,6,35.0,1
14,1.4099999999999997,6,45.5,1
17,1.9431249999999998,4,35.0,1
15,1.9431249999999998,6,42.0,1
15,1.6631249999999997,8,30.0,1
15,2.4056249999999997,6,33.0,1
13,1.615625,6,38.5,1
17,1.6181249999999998,4,38.5,1
14,1.5256250000000002,7,42.0,1
14,1.4974999999999998,7,33.0,1
15,2.0225,6,35.0,1
15,1.9931249999999998,6,42.0,1
16,2.680625,7,35.0,1
13,1.500625,10,30.333333333333332,1
15,1.628125,11,30.333333333333332,1
15,2.0931249999999997,7,30.0,1
17,2.0006250000000003,7,30.333333333333332,1
13,1.565625,4,38.5,1
13,1.7100000000000002,6,38.5,1
16,2.0006250000000003,7,30.0,1
15,1.9900000000000002,6,38.5,1
15,1.65,6,25.666666666666668,1
16,1.7,6,30.333333333333332,1
14,1.768125,6,28.0,1
14,1.815625,6,28.0,1
15,1.7931250000000003,6,28.0,1
16,1.75,5,30.0,1
15,1.753125,5,30.0,1
14,2.018125,5,21.0,1
9,1.215625,4,30.0,1
14,1.6349999999999998,5,28.0,1
13,1.340625,4,27.0,1
16,1.8525000000000003,3,35.0,1
14,1.3556249999999999,3,33.0,1
8,1.26,2,26.0,1
9,1.2375,2,30.0,1
7,1.0381250000000002,2,27.0,1
14,1.5775,4,30.0,1
14,1.6181249999999998,3,36.0,1
10,1.3224999999999998,3,26.0,1
13,1.45,3,32.666666666666664,1
9,1.3725,3,24.0,1
7,1.4125,2,22.75,1
8,1.0556249999999998,2,20.0,1
10,1.488125,2,30.0,1
14,1.3599999999999999,3,30.333333333333332,1
10,1.5056249999999998,3,30.333333333333332,1
13,1.165625,3,26.0,1
9,1.350625,2,30.0,1
16,2.1975,6,28.0,1
14,1.475625,4,30.333333333333332,1
4,0.8975,1,27.0,1
12,1.3724999999999998,3,30.0,1
11,1.45,3,35.0,1
11,1.275,3,26.0,1
13,1.325625,4,35.0,1
15,1.31,3,28.0,1
3,0.8524999999999998,1,35.0,1
13,1.3,4,29.75,1
11,1.2899999999999998,3,27.0,1
11,1.1099999999999999,2,33.0,1
14,1.3681249999999998,4,26.0,1
13,1.2349999999999999,3,24.0,1
7,1.1806249999999998,2,32.666666666666664,1
11,1.013125,1,38.5,1
12,1.030625,3,22.0,1
12,1.19,2,30.0,1
7,1.075625,2,38.5,1
14,1.490625,5,27.0,1
13,1.4724999999999997,3,30.333333333333332,1
10,0.9875,3,30.333333333333332,1
12,1.4875,3,26.0,1
12,1.463125,4,24.0,1
